CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Monthly,Contract Length_Quarterly,Tenure_Age_Ratio,Spend_per_Usage,Support_Calls_per_Tenure,Spending_Group,Tenure_Group
104121,58,39,4.0,9,13.0,264.0,22,1.0,1,1,0,1,0,0.6610169491525424,52.8,0.225,0,3
104122,51,11,11.0,3,21.0,869.0,13,1.0,1,0,0,1,0,0.21153846153846154,72.41666666666667,0.25,3,0
104123,40,55,3.0,1,0.0,900.0,27,1.0,0,1,0,0,1,1.3414634146341464,225.0,0.017857142857142856,3,3
104124,58,10,17.0,2,1.0,841.0,7,1.0,0,0,0,0,0,0.1694915254237288,46.72222222222222,0.18181818181818182,3,0
104125,39,9,12.0,4,13.0,102.0,4,1.0,1,0,0,1,0,0.225,7.846153846153846,0.4,0,0
104126,44,17,28.0,10,23.0,184.0,11,1.0,0,1,0,0,0,0.37777777777777777,6.344827586206897,0.5555555555555556,0,1
104127,35,17,6.0,0,14.0,810.0,11,1.0,0,1,0,1,0,0.4722222222222222,115.71428571428571,0.0,3,1
104128,27,26,25.0,0,8.0,149.0,22,1.0,0,0,0,0,0,0.9285714285714286,5.730769230769231,0.0,0,2
104129,28,14,20.0,2,3.0,552.0,2,1.0,0,0,0,1,0,0.4827586206896552,26.285714285714285,0.13333333333333333,2,1
104130,56,37,9.0,7,11.0,179.0,9,1.0,0,1,0,0,0,0.6491228070175439,17.9,0.18421052631578946,0,3
104132,19,48,10.0,3,22.0,344.0,4,1.0,0,0,0,0,1,2.4,31.272727272727273,0.061224489795918366,1,3
104133,47,17,14.0,3,1.0,948.0,25,1.0,0,0,0,1,0,0.3541666666666667,63.2,0.16666666666666666,3,1
104134,30,60,7.0,3,19.0,697.0,2,1.0,1,0,1,1,0,1.935483870967742,87.125,0.04918032786885246,2,3
104135,55,13,16.0,3,2.0,883.0,10,1.0,1,0,1,1,0,0.23214285714285715,51.94117647058823,0.21428571428571427,3,1
104136,64,9,13.0,10,14.0,230.0,4,1.0,0,1,0,0,1,0.13846153846153847,16.428571428571427,1.0,0,0
104137,26,49,22.0,7,26.0,353.0,30,1.0,0,1,0,0,0,1.8148148148148149,15.347826086956522,0.14,1,3
104138,65,33,16.0,0,23.0,456.0,9,1.0,0,1,0,0,0,0.5,26.823529411764707,0.0,1,2
104139,65,18,22.0,10,27.0,330.0,27,1.0,0,0,0,0,0,0.2727272727272727,14.347826086956522,0.5263157894736842,1,1
104140,56,14,1.0,2,17.0,868.0,24,1.0,0,0,0,0,0,0.24561403508771928,434.0,0.13333333333333333,3,1
104141,22,24,18.0,2,10.0,265.0,25,1.0,1,1,0,0,0,1.0434782608695652,13.947368421052632,0.08,0,1
104142,48,45,2.0,6,25.0,995.0,18,1.0,1,0,0,0,1,0.9183673469387755,331.6666666666667,0.13043478260869565,3,3
104143,41,34,7.0,5,22.0,911.0,3,1.0,1,0,0,0,1,0.8095238095238095,113.875,0.14285714285714285,3,2
104144,34,60,15.0,9,13.0,856.0,30,1.0,0,1,0,0,1,1.7142857142857142,53.5,0.14754098360655737,3,3
104145,38,58,28.0,5,25.0,558.0,26,1.0,0,0,0,1,0,1.4871794871794872,19.24137931034483,0.0847457627118644,2,3
104146,61,34,23.0,4,0.0,531.0,6,1.0,0,0,1,1,0,0.5483870967741935,22.125,0.11428571428571428,1,2
104147,49,17,6.0,10,27.0,374.0,7,1.0,0,0,1,1,0,0.34,53.42857142857143,0.5555555555555556,1,1
104148,46,10,20.0,2,9.0,522.0,6,1.0,0,1,0,1,0,0.2127659574468085,24.857142857142858,0.18181818181818182,1,0
104149,53,26,22.0,8,12.0,669.0,10,1.0,1,0,1,0,1,0.48148148148148145,29.08695652173913,0.2962962962962963,2,2
104150,56,40,17.0,2,24.0,581.0,15,1.0,0,0,0,0,1,0.7017543859649122,32.27777777777778,0.04878048780487805,2,3
104151,38,14,20.0,5,12.0,507.0,3,1.0,1,0,1,0,0,0.358974358974359,24.142857142857142,0.3333333333333333,1,1
104152,48,6,4.0,9,21.0,150.0,28,1.0,0,1,0,0,0,0.12244897959183673,30.0,1.2857142857142858,0,0
104153,42,31,19.0,9,17.0,558.0,7,1.0,0,1,0,0,1,0.7209302325581395,27.9,0.28125,2,2
104154,32,3,17.0,5,10.0,871.0,15,1.0,1,0,0,1,0,0.09090909090909091,48.388888888888886,1.25,3,0
104155,40,56,12.0,6,26.0,222.0,8,1.0,1,0,0,0,1,1.3658536585365855,17.076923076923077,0.10526315789473684,0,3
104156,34,11,29.0,3,14.0,976.0,25,1.0,0,1,0,0,0,0.3142857142857143,32.53333333333333,0.25,3,0
104157,28,12,15.0,3,3.0,752.0,23,1.0,0,0,1,1,0,0.41379310344827586,47.0,0.23076923076923078,2,0
104158,37,56,16.0,6,30.0,850.0,12,1.0,0,0,0,0,0,1.4736842105263157,50.0,0.10526315789473684,3,3
104159,43,8,27.0,0,3.0,919.0,30,1.0,0,0,0,0,0,0.18181818181818182,32.82142857142857,0.0,3,0
104160,26,1,1.0,3,22.0,992.0,26,1.0,1,1,0,0,0,0.037037037037037035,496.0,1.5,3,0
104161,65,46,1.0,1,0.0,985.0,10,1.0,0,1,0,0,0,0.696969696969697,492.5,0.02127659574468085,3,3
104162,51,7,14.0,8,11.0,552.0,28,1.0,0,0,0,0,0,0.1346153846153846,36.8,1.0,2,0
104163,24,13,13.0,0,16.0,129.0,6,1.0,0,1,0,0,0,0.52,9.214285714285714,0.0,0,1
104164,26,23,21.0,0,11.0,589.0,2,1.0,0,1,0,1,0,0.8518518518518519,26.772727272727273,0.0,2,1
104165,22,59,10.0,3,11.0,707.0,22,1.0,1,1,0,0,0,2.5652173913043477,64.27272727272727,0.05,2,3
104166,45,11,25.0,4,7.0,161.0,20,1.0,0,0,0,1,0,0.2391304347826087,6.1923076923076925,0.3333333333333333,0,0
104167,39,4,14.0,4,15.0,600.0,24,1.0,1,1,0,0,1,0.1,40.0,0.8,2,0
104168,29,54,30.0,4,4.0,560.0,23,1.0,0,0,0,0,1,1.8,18.06451612903226,0.07272727272727272,2,3
104169,42,50,7.0,8,5.0,370.0,1,1.0,1,0,1,0,0,1.1627906976744187,46.25,0.1568627450980392,1,3
104170,28,35,25.0,7,2.0,146.0,1,1.0,0,1,0,0,1,1.206896551724138,5.615384615384615,0.19444444444444445,0,2
104171,30,18,6.0,5,14.0,616.0,27,1.0,1,0,0,1,0,0.5806451612903226,88.0,0.2631578947368421,2,1
104172,47,8,15.0,3,29.0,741.0,25,1.0,0,0,0,0,0,0.16666666666666666,46.3125,0.3333333333333333,2,0
104174,60,26,20.0,8,26.0,453.0,27,1.0,1,0,0,1,0,0.4262295081967213,21.571428571428573,0.2962962962962963,1,2
104175,57,9,13.0,9,7.0,244.0,24,1.0,0,0,0,0,1,0.15517241379310345,17.428571428571427,0.9,0,0
104176,28,49,4.0,7,6.0,858.0,12,1.0,1,1,0,0,1,1.6896551724137931,171.6,0.14,3,3
104177,42,37,27.0,7,11.0,721.0,28,1.0,1,1,0,1,0,0.8604651162790697,25.75,0.18421052631578946,2,3
104178,40,5,9.0,10,15.0,282.0,12,1.0,0,0,1,1,0,0.12195121951219512,28.2,1.6666666666666667,0,0
104179,62,56,3.0,2,18.0,995.0,10,1.0,1,0,0,0,0,0.8888888888888888,248.75,0.03508771929824561,3,3
104180,25,47,28.0,6,22.0,749.0,28,1.0,0,0,0,1,0,1.8076923076923077,25.82758620689655,0.125,2,3
104182,50,23,30.0,9,19.0,741.0,19,1.0,0,0,1,0,0,0.45098039215686275,23.903225806451612,0.375,2,1
104183,57,60,13.0,3,3.0,657.0,17,1.0,1,0,1,0,0,1.0344827586206897,46.92857142857143,0.04918032786885246,2,3
104184,50,34,7.0,7,7.0,447.0,6,1.0,1,0,1,1,0,0.6666666666666666,55.875,0.2,1,2
104185,50,26,14.0,4,19.0,387.0,13,1.0,0,0,0,0,1,0.5098039215686274,25.8,0.14814814814814814,1,2
104186,34,1,7.0,2,15.0,462.0,26,1.0,0,1,0,0,1,0.02857142857142857,57.75,1.0,1,0
104187,23,47,9.0,8,30.0,617.0,16,1.0,0,0,1,1,0,1.9583333333333333,61.7,0.16666666666666666,2,3
104188,29,51,26.0,6,13.0,617.0,6,1.0,0,1,0,0,1,1.7,22.85185185185185,0.11538461538461539,2,3
104189,65,27,24.0,9,10.0,826.0,1,1.0,1,0,1,1,0,0.4090909090909091,33.04,0.32142857142857145,3,2
104190,53,22,21.0,3,14.0,440.0,24,1.0,0,0,1,0,0,0.4074074074074074,20.0,0.13043478260869565,1,1
104191,27,43,10.0,5,20.0,477.0,13,1.0,1,1,0,0,1,1.5357142857142858,43.36363636363637,0.11363636363636363,1,3
104192,63,25,19.0,5,15.0,166.0,26,1.0,1,1,0,0,0,0.390625,8.3,0.19230769230769232,0,2
104193,38,8,9.0,4,15.0,222.0,25,1.0,1,1,0,0,1,0.20512820512820512,22.2,0.4444444444444444,0,0
104195,53,37,25.0,7,18.0,745.0,11,1.0,1,1,0,0,0,0.6851851851851852,28.653846153846153,0.18421052631578946,2,3
104196,33,21,13.0,2,22.0,568.0,14,1.0,1,1,0,0,0,0.6176470588235294,40.57142857142857,0.09090909090909091,2,1
104197,64,48,24.0,7,4.0,697.0,23,1.0,1,0,0,0,1,0.7384615384615385,27.88,0.14285714285714285,2,3
104198,19,21,9.0,4,0.0,963.0,28,1.0,0,1,0,1,0,1.05,96.3,0.18181818181818182,3,1
104199,58,38,13.0,3,28.0,977.0,12,1.0,1,0,1,0,1,0.6440677966101694,69.78571428571429,0.07692307692307693,3,3
104200,38,50,25.0,1,29.0,565.0,8,1.0,0,0,0,0,1,1.2820512820512822,21.73076923076923,0.0196078431372549,2,3
104201,19,39,1.0,9,22.0,929.0,15,1.0,0,1,0,0,0,1.95,464.5,0.225,3,3
104202,18,4,5.0,7,3.0,727.0,21,1.0,1,1,0,1,0,0.21052631578947367,121.16666666666667,1.4,2,0
104203,58,30,12.0,2,11.0,245.0,2,1.0,0,0,0,0,0,0.5084745762711864,18.846153846153847,0.06451612903225806,0,2
104204,42,28,14.0,7,16.0,258.0,29,1.0,0,0,0,0,0,0.6511627906976745,17.2,0.2413793103448276,0,2
104205,56,44,14.0,6,20.0,464.0,20,1.0,1,0,0,0,0,0.7719298245614035,30.933333333333334,0.13333333333333333,1,3
104206,32,60,9.0,7,22.0,987.0,11,1.0,1,1,0,0,1,1.8181818181818181,98.7,0.11475409836065574,3,3
104207,49,39,14.0,5,9.0,295.0,14,1.0,0,0,1,0,0,0.78,19.666666666666668,0.125,0,3
104208,64,27,6.0,3,2.0,896.0,4,1.0,1,1,0,0,1,0.4153846153846154,128.0,0.10714285714285714,3,2
104209,56,56,2.0,7,22.0,407.0,3,1.0,0,0,0,0,0,0.9824561403508771,135.66666666666666,0.12280701754385964,1,3
104210,38,4,4.0,3,19.0,694.0,23,1.0,1,0,0,0,0,0.10256410256410256,138.8,0.6,2,0
104211,42,29,30.0,7,20.0,634.0,30,1.0,0,0,1,0,1,0.6744186046511628,20.451612903225808,0.23333333333333334,2,2
104212,31,55,21.0,5,16.0,550.0,18,1.0,0,0,0,0,0,1.71875,25.0,0.08928571428571429,2,3
104213,40,23,21.0,2,15.0,419.0,17,1.0,1,0,1,0,0,0.5609756097560976,19.045454545454547,0.08333333333333333,1,1
104215,54,48,19.0,10,28.0,896.0,12,1.0,0,0,1,1,0,0.8727272727272727,44.8,0.20408163265306123,3,3
104216,48,8,13.0,2,12.0,132.0,11,1.0,1,0,0,0,1,0.16326530612244897,9.428571428571429,0.2222222222222222,0,0
104217,37,4,10.0,3,7.0,587.0,14,1.0,0,0,1,1,0,0.10526315789473684,53.36363636363637,0.6,2,0
104218,49,35,14.0,7,1.0,358.0,6,1.0,1,0,1,0,1,0.7,23.866666666666667,0.19444444444444445,1,2
104219,63,59,17.0,6,7.0,714.0,18,1.0,1,0,0,0,1,0.921875,39.666666666666664,0.1,2,3
104220,56,54,4.0,4,0.0,816.0,21,1.0,0,0,0,0,1,0.9473684210526315,163.2,0.07272727272727272,3,3
104221,33,5,29.0,10,16.0,881.0,20,1.0,1,1,0,0,1,0.14705882352941177,29.366666666666667,1.6666666666666667,3,0
104222,46,52,23.0,7,13.0,162.0,4,1.0,0,0,0,1,0,1.1063829787234043,6.75,0.1320754716981132,0,3
104223,39,4,24.0,6,13.0,221.0,6,1.0,0,0,1,1,0,0.1,8.84,1.2,0,0
104225,22,14,19.0,3,22.0,357.0,20,1.0,0,0,0,0,1,0.6086956521739131,17.85,0.2,1,1
104226,65,29,20.0,6,19.0,406.0,21,1.0,1,0,1,1,0,0.4393939393939394,19.333333333333332,0.2,1,2
104227,32,56,26.0,9,7.0,346.0,23,1.0,1,0,1,0,0,1.696969696969697,12.814814814814815,0.15789473684210525,1,3
104228,22,8,7.0,1,5.0,403.0,10,1.0,0,0,0,1,0,0.34782608695652173,50.375,0.1111111111111111,1,0
104229,58,52,29.0,1,13.0,729.0,13,1.0,1,0,0,0,0,0.8813559322033898,24.3,0.018867924528301886,2,3
104230,63,9,14.0,6,23.0,385.0,21,1.0,0,1,0,0,0,0.140625,25.666666666666668,0.6,1,0
104231,36,60,22.0,4,4.0,121.0,25,1.0,1,0,1,0,1,1.6216216216216217,5.260869565217392,0.06557377049180328,0,3
104232,62,45,29.0,10,15.0,250.0,30,1.0,1,0,1,0,1,0.7142857142857143,8.333333333333334,0.21739130434782608,0,3
104233,44,40,11.0,10,22.0,238.0,3,1.0,0,0,0,0,1,0.8888888888888888,19.833333333333332,0.24390243902439024,0,3
104234,49,52,12.0,0,15.0,329.0,21,1.0,0,0,0,1,0,1.04,25.307692307692307,0.0,1,3
104235,43,13,10.0,7,28.0,804.0,12,1.0,1,1,0,0,1,0.29545454545454547,73.0909090909091,0.5,3,1
104236,26,53,27.0,9,8.0,428.0,28,1.0,0,1,0,1,0,1.962962962962963,15.285714285714286,0.16666666666666666,1,3
104237,23,13,2.0,8,22.0,664.0,1,1.0,1,1,0,0,1,0.5416666666666666,221.33333333333334,0.5714285714285714,2,1
104238,52,10,10.0,1,14.0,508.0,11,1.0,0,0,0,0,0,0.18867924528301888,46.18181818181818,0.09090909090909091,1,0
104239,30,39,2.0,5,19.0,943.0,11,1.0,1,1,0,0,1,1.2580645161290323,314.3333333333333,0.125,3,3
104240,33,57,2.0,10,13.0,946.0,4,1.0,1,0,0,1,0,1.6764705882352942,315.3333333333333,0.1724137931034483,3,3
104241,46,14,5.0,8,24.0,995.0,28,1.0,1,1,0,0,0,0.2978723404255319,165.83333333333334,0.5333333333333333,3,1
104242,58,26,24.0,10,4.0,501.0,16,1.0,1,0,1,1,0,0.4406779661016949,20.04,0.37037037037037035,1,2
104243,20,52,2.0,10,16.0,188.0,10,1.0,0,0,1,0,1,2.4761904761904763,62.666666666666664,0.18867924528301888,0,3
104244,49,11,22.0,9,26.0,798.0,9,1.0,0,0,0,0,1,0.22,34.69565217391305,0.75,3,0
104245,32,30,21.0,2,9.0,190.0,22,1.0,0,0,0,0,1,0.9090909090909091,8.636363636363637,0.06451612903225806,0,2
104246,50,29,21.0,9,8.0,384.0,26,1.0,1,1,0,0,1,0.5686274509803921,17.454545454545453,0.3,1,2
104247,22,41,7.0,10,21.0,971.0,16,1.0,1,1,0,1,0,1.7826086956521738,121.375,0.23809523809523808,3,3
104248,41,5,5.0,10,14.0,144.0,12,1.0,0,0,0,0,1,0.11904761904761904,24.0,1.6666666666666667,0,0
104249,20,29,24.0,4,3.0,239.0,8,1.0,0,0,0,0,1,1.380952380952381,9.56,0.13333333333333333,0,2
104250,32,19,26.0,8,14.0,814.0,8,1.0,0,0,1,1,0,0.5757575757575758,30.14814814814815,0.4,3,1
104251,28,52,4.0,10,8.0,449.0,8,1.0,0,0,0,1,0,1.793103448275862,89.8,0.18867924528301888,1,3
104253,21,59,4.0,0,10.0,299.0,16,1.0,1,0,0,1,0,2.6818181818181817,59.8,0.0,0,3
104254,50,59,24.0,5,22.0,550.0,10,1.0,1,1,0,0,1,1.1568627450980393,22.0,0.08333333333333333,2,3
104255,23,21,11.0,5,28.0,732.0,16,1.0,0,0,0,1,0,0.875,61.0,0.22727272727272727,2,1
104257,54,13,4.0,1,30.0,941.0,10,1.0,1,0,1,1,0,0.23636363636363636,188.2,0.07142857142857142,3,1
104258,48,60,23.0,9,1.0,921.0,1,1.0,1,1,0,1,0,1.2244897959183674,38.375,0.14754098360655737,3,3
104259,64,9,4.0,6,9.0,176.0,8,1.0,1,1,0,0,1,0.13846153846153847,35.2,0.6,0,0
104260,52,6,16.0,1,15.0,199.0,8,1.0,1,0,0,0,0,0.11320754716981132,11.705882352941176,0.14285714285714285,0,0
104261,58,58,16.0,1,25.0,376.0,8,1.0,0,1,0,1,0,0.9830508474576272,22.11764705882353,0.01694915254237288,1,3
104262,50,43,3.0,1,26.0,583.0,10,1.0,0,1,0,0,1,0.8431372549019608,145.75,0.022727272727272728,2,3
104263,54,29,14.0,5,22.0,789.0,11,1.0,1,1,0,1,0,0.5272727272727272,52.6,0.16666666666666666,3,2
104264,18,41,1.0,0,17.0,364.0,22,1.0,0,0,0,0,1,2.1578947368421053,182.0,0.0,1,3
104265,27,6,22.0,3,15.0,425.0,21,1.0,0,1,0,1,0,0.21428571428571427,18.47826086956522,0.42857142857142855,1,0
104266,35,42,13.0,6,4.0,747.0,12,1.0,1,0,1,0,0,1.1666666666666667,53.357142857142854,0.13953488372093023,2,3
104267,58,15,13.0,1,1.0,521.0,5,1.0,0,1,0,0,1,0.2542372881355932,37.214285714285715,0.0625,1,1
104268,62,24,28.0,5,20.0,903.0,10,1.0,0,0,1,0,1,0.38095238095238093,31.137931034482758,0.2,3,1
104269,65,28,13.0,0,12.0,882.0,7,1.0,1,1,0,0,0,0.42424242424242425,63.0,0.0,3,2
104270,53,43,8.0,1,18.0,466.0,24,1.0,1,0,0,1,0,0.7962962962962963,51.77777777777778,0.022727272727272728,1,3
104271,42,8,4.0,8,17.0,888.0,9,1.0,1,0,0,0,1,0.18604651162790697,177.6,0.8888888888888888,3,0
104272,53,42,10.0,8,22.0,670.0,23,1.0,1,1,0,0,1,0.7777777777777778,60.90909090909091,0.18604651162790697,2,3
104273,25,57,7.0,1,11.0,989.0,20,1.0,1,0,0,1,0,2.1923076923076925,123.625,0.017241379310344827,3,3
104274,58,30,6.0,6,16.0,531.0,30,1.0,1,0,0,0,0,0.5084745762711864,75.85714285714286,0.1935483870967742,1,2
104275,37,46,8.0,5,24.0,838.0,10,1.0,1,0,1,1,0,1.2105263157894737,93.11111111111111,0.10638297872340426,3,3
104276,54,36,30.0,3,22.0,980.0,13,1.0,0,0,1,1,0,0.6545454545454545,31.612903225806452,0.08108108108108109,3,2
104277,64,23,11.0,4,26.0,683.0,24,1.0,0,0,1,0,1,0.35384615384615387,56.916666666666664,0.16666666666666666,2,1
104278,52,20,6.0,9,28.0,319.0,20,1.0,0,1,0,0,0,0.37735849056603776,45.57142857142857,0.42857142857142855,1,1
104279,23,47,16.0,3,16.0,245.0,12,1.0,0,0,1,0,0,1.9583333333333333,14.411764705882353,0.0625,0,3
104280,48,45,8.0,5,17.0,404.0,7,1.0,0,1,0,0,0,0.9183673469387755,44.888888888888886,0.10869565217391304,1,3
104281,21,8,18.0,8,12.0,397.0,25,1.0,0,0,0,0,1,0.36363636363636365,20.894736842105264,0.8888888888888888,1,0
104282,58,52,15.0,9,5.0,979.0,15,1.0,1,0,1,0,0,0.8813559322033898,61.1875,0.16981132075471697,3,3
104283,20,59,14.0,10,22.0,824.0,11,1.0,1,1,0,0,1,2.8095238095238093,54.93333333333333,0.16666666666666666,3,3
